12,1.000000
11,1.000000
23,0.000000
18,0.000000
19,0.000000
9,0.000000
10,0.000000
31,0.000000
34,0.000000
37,0.000000
38,0.000000
33,0.000000
28,0.000000
29,0.000000
40,0.000000
43,0.000000
46,0.000000
47,0.000000
42,0.000000
39,0.000000
48,0.000000
52,0.000000
50,0.000000
51,0.000000
64,0.000000
54,0.066667
58,0.000000
55,0.000000
56,0.000000
61,0.000000
60,0.000000
62,0.000000
68,0.000000
66,0.000000
71,0.000000
74,0.000000
77,0.000000
78,0.000000
73,0.000000
70,0.000000
79,0.000000
83,1.000000
81,0.800000
82,0.000000
85,0.000000
89,1.000000
87,0.600000
88,0.066667
92,0.300000
91,0.533333
94,0.100000
93,0.166667
95,0.066667
99,0.000000
103,0.000000
101,0.666667
108,0.000000
106,0.866667
110,0.000000
114,1.000000
112,0.600000
113,0.066667
117,0.033333
127,0.000000
116,0.033333
118,0.000000
124,0.266667
123,0.500000
125,0.133333
131,0.000000
129,0.700000
133,0.000000
137,1.000000
135,0.533333
136,0.066667
139,0.000000
143,1.000000
141,0.533333
142,0.000000
146,0.000000
145,0.033333
148,0.000000
147,0.000000
149,0.000000
158,0.000000
156,0.966667
164,0.000000
162,0.966667
170,0.000000
168,0.000000
169,0.000000
179,1.000000
180,0.033333
176,0.000000
177,0.000000
178,0.000000
196,1.000000
197,0.066667
369,0.000000
367,0.000000
283,0.000000
271,0.000000
257,0.000000
245,0.000000
234,0.000000
366,0.000000
363,0.000000
361,0.000000
360,0.000000
222,0.000000
221,0.000000
301,0.000000
295,0.100000
194,0.000000
195,0.000000
200,0.000000
199,0.000000
202,0.000000
205,0.000000
208,0.000000
209,0.000000
204,0.000000
201,0.000000
210,0.000000
215,1.000000
212,0.733333
213,0.133333
218,0.000000
217,0.000000
220,0.000000
219,0.000000
223,0.000000
227,1.000000
225,0.600000
226,0.066667
230,0.100000
229,0.066667
236,0.000000
235,0.000000
238,0.000000
241,0.000000
239,0.000000
247,0.133333
251,0.000000
249,0.000000
262,0.000000
259,0.000000
260,0.000000
264,0.000000
267,0.000000
265,0.000000
273,0.166667
277,0.000000
275,0.000000
286,0.000000
285,0.033333
289,0.000000
287,0.000000
290,0.000000
298,0.200000
297,0.533333
305,0.000000
303,0.833333
310,0.000000
308,1.000000
312,0.000000
316,1.000000
314,0.566667
315,0.100000
319,0.066667
318,0.066667
320,0.000000
327,0.000000
325,0.966667
330,0.000000
334,1.000000
332,0.566667
333,0.066667
337,0.033333
336,0.033333
345,0.000000
343,1.000000
351,0.000000
349,0.000000
348,0.000000
357,0.000000
355,0.000000
354,0.000000
